text,labels
@user والله يالعباة انها ستر والله يابعض الحريم ودك ماتكشف حتى لوانها ماهي مسلمه لانها بختصار بعبع   لا اعتراض ع خلق الله,0
@user @user @user @user دكتور بيطري تخصص خنازير,1
لاغرابه فمن يشرب بول البعير صباحا ومساء هكذاتكون عقليته. ومن يجعل من نفسه بقرةحلوب لترمب لاعقل له,1
دى بايره ازاى طيب .. هو حصل ايه فى الدنيا يا حدعااااان — ما هما الحلوين اللي بيبقو بايرين @url,1
@user @user اشربي بول البعير و نامي,1
@user @user بعض العرب  خنازير مايبان فيهم المعروف والجميل والله ياليت دولتنا تقطع عنهم كل المعونات ويرجعون كالكلاب,1
@user @user علاش غانحقدو عليكم؟ داك البترول لي عندكم طليوه. باراكا عليكم غير بول البعير لي تشربون الله يخليها سلعة,1
@user @user @user الصعلوك هم امثالك يا حقير يا نكرة يا نجس.. انت و امثالك عبيد قردوغان الصهيون… @url,1
جاي وزقاره اول ماتقعد ابرك من وجيه الحريم كلهم,1
@user @user @user بول البعير ههه يشربوه ساع الهندوس ويتحدثو عن القات..... والله لو تمضغوه بتقعون رجال لك… @user,0
في اهم من بول البعير @user,1
@user @user اكيد مايبون شرفاء يبون خنازير مثلهم,1
امنعوا مثلا التحرش  #ضد_منع_النقاب,0
-يا خيبه اعملك ايه ماهى بايره!,1
@user @user هم شايفيين المصاري الايرانية خنازير الارض الفلسطن,1
@user @user البعير أفضل من خنازير صهاينة قطر. الجبناء جايبين من هب ودب يحمونكم. وقاعدين بذله تنفذون… @user,1
لسنا قاصرات او مجنونات ح…,0
شاهدوا اين وصلت خساسته ... وهو بيننا .. البعير يا خنزير بريطانيا .. في صحاري جميع دول الخليج ايها العفن المجرب  . م… @user,1
@user @user @user @user الضرر إلي يسببه الزوج للزوجة ؟ ليس من بينه الاغتصاب الزوجي، الخيانة، ال… @url,1
بغض النضر عن لقطة البلنتي و تجاهلهم الفار و الظلم الواضح للنصر لكن يبقى كارينيو خنزير,1
و بعد تدخل الفكر #الليبرالي أصبحت بعض المدارس منحرفة .,1
يكلي هندوس ؟,1
@user @user في الغرب حرية جنسية تقوم جزئيا على التحرش كوسيلة تعبير وأصطياد وليست مدانة سياسا ونادر م… @url,1
@user @user @user وش دخلك بالحب انطم وخليك معي بس تمام لاجي اشربك بول البعير,1
#وزارة_التعليم تقيم ورشة عمل للتعريف بنظام التحرش وأهم التدابير اللازمة للوقاية منه @url,0
ولا يزال هناك من الحمقى من يصدق ان حركة سماح (حماس) الارهابية حركة مقاومة وهم في الحقيقة خنازير لشريفه متاجرون بدما… @url,1
@user @user @user @user @user تاج على راس أمثالك يا شاربين بول البعير,1
ويظل سلعه بايره في السوق ماحد يشتريه,1
@user @user الطعميه اقدم من بلدك يا اكل الضب وشارب بول البعير,1
@user @user باعوا ارضهم وشرفهم لليهود ماتبيهم يبعون قيادتنا ؟,0
انا سينجل بمزاجي مش عانس ولا بايرة ولا معقدة يبهايم ييهايم @url,1
@user @user ميادهً هل تعلمي ان ألمانيا مكان القناة تعاني من التحرش,1
هذا وهي محتشمة كيف لو كانت متبرجة ؟,0
خنازير الجزيره منهجهم إخواني صريح يكذبون لينتصروا يعادون الإمارات يعادون مصر يعادون السعوديه وهم من صنفوا الإخوان ا… @url,1
ليش عندهم التحرش ظاهرة خطيرة مع ان الدعارة مرخصة ومراقص الستريب تيز وشواطىء العراة محذفة بكل مكان؟ @url,1
عمرك جربت تاكل خنزير مقلي؟ — حط عمرك فصحن @url,0
@user @user @user @user الدكتور حيدر اللواتي يطهرك ويطهر قبيلتك يالعنز ياشارب بول البعير,1
أن إستثمارات خنازير إيران  ورجالها,1
@user @user @user بول البعير انظف من بول المعممين الذي تشربونه,1
@user @user هذا الخنزير الضعيف الي تتكلمين عنه تعالي شوفي لين يكون مع مجموعه خنازير صهاينه ومعهم قو… @url,1
لي متى بعض الحريم يمشون بسيارتهم من غير ليتات ؟؟؟؟,1
انا احترم المحترم اما الي غدر بحلفائو سابقا وطعنهم بالظهر وحليفو الازرق الحالي وباعه لشاربي بول البعير والان يطعن ب… @user,1
واللي لِسَّه متجوزتش مش بايره ولا عانس ولا معيوبه يا مجتمع التخلف @url,0
@user @user @user ماسولف على الحريم  يلا اذلف,1
@user @user خنزير مخرفن,1
فيه ناس فاهمة التعايش غلط، تقدر تكون بنفس المكان مع أشخاص لادينيين،بوذيين،هندوس،شيعة.. بدون م تشاركهم معتقداتهم وهم… @url,0
@user @user @user شعب قذر وسخ جميع الألفاظ السيئة تنطبق عليكم,1
بايرة = المرأة أو الفتاة عند… @url,1
@user @user عامةً التحرش معناه انه انت بتأذي شخص و بتعمله حاجه غصب عنه -مالناش دعوه بحلال و حرام- ول… @url,0
اي امرأة متبرجة نازعة حجابها لاتشرفنا كا رجال وليس ذكور ولن نفكر نرتبط بها اشوفها نازعه حجابها كمية… @url,1
اي بنت شهوانية منحرفة جاية تطلع محنها تكلمني ننحرف مع بعض ونصييييع,1
@user @user @user سمعت عندهم كلاب مشوية زيك .....وقرود ....ولحم خنازير زي الي تحت جلدك يا حفيد المنافقين,1
@user @user @user انت عبد خنزير حاقد ياحفيد الفرنسيين يامطبل خليك في الجزائر وشوف الخزي والعار الي… @url,1
يوجد أربع عراقيين بالصحراءواحد يقص قصةشاب مريض أتاةفداواةب #بول_البعير شعر الأثنان بجان…,1
@user @user @user @user @user تخيلوا ياشاربي بول البعير اليمنيين قوه واحده ضدكم وض… @url,1
نجح علماء أميركيون، مؤخراً، في زراعة رئة أنتجت داخل المختبر، في أجسام خنازير بالغة، وهو ما يشجع الطب على اتخاذ خطوا… @url,0
@user @user كول خرى  ومن ثم اشرب بول البعير,1
خلاص اقعدي بايرة كده @url,1
شرب بول  البعير  ضار وخطر ولكن شيوخً الاسلام أضر واخطر @user,1
@user @user نظام إسلامي ملكي . يعني ما عندهم مراجع واطيه كما في بلاد المجوس والعراق .والبدواه أصل ا… @user,1
@user @user موتو بحقدكم يا شاربي بول البعير,1
@user @user @user @user والله حتى الكلاب أرقى و انظف منكم يا شاربي بول البعير,1
@user @user عشان وسخ وكان عامل حفلة دعم للملف الامريكي,1
محنه فويس ديوث متحرره س… @url,1
لأن التبرج اساسه عدم تربيه او تشويه…,1
@user ياشينك ياشيخ يعني لازم من التحرش ماهو فزت وخلاص,1
@user @user الامازيغي غير نظيف هههه على اساس ان رسولك يا شارب بول البعير هو من اخترع لنا الصابون وكل… @url,1
غباء الرياييل أشرف من حقارة الحريم.,1
@user @user قليل الادب من اشباه الرجال الي تم تربيته في حظيرة خنازير يتم حظره  فورا,1
في الزلفي بايرة المرأة التي لم تتزوج أو التي لم يرغب بها زوجها ولم يطلقها، يقولون في المثل :… @url,1
مطلق الهاشتاق حقير وضيع وكذاب  هذي حركات خنازير جزيرة شرق سلوى#يوسف_علاونة_يسي_للسعوديين,1
@user @user عاد الحريم اول ناس راح يوافقون عالاقتراح,1
قومي سوري داعس راسك,1
@user @user @user الفديو الاصلي  فيه مواضيع عديدة ويناقش قضية التحرش الجنسي من باب اخر تماما… @url,0
يوم تاني تجي وحدة بايرة تقول النساوين مش كيف الرجالة يخدمو ربع توكة بس لانهم يتعبو بسرعة @url,1
شنو جو اللي تحط صوره موصورتها وتكتب ماأحلل اللي ياخذها ياناس الموضوع تطور  الحريم انهبلن,1
@user @user الله يلعنه خنزير ابن خنزيرة,1
@user @user ههههه بول البعير الان زدت جهلا اذا كنت رافضيا ليس عليك عتب وان كنت سني فكلامك ذا اثبت بانك… @user,0
لكن الغريب في هذا التقرير ان السعودين يشربون بول البعير فهم معذورين في سلوكهم @user,1
@user @user @user انت والله البهيمه لوعندك ذرة من عقل ماارسلت الخمس للفرس الجوس وبعدين اسالك م… @url,1
مازيمبي يودع دوري ابطال افريقيا علي ارضه,0
@user @user @user لاتجاوز على تاج راسك العراق وتكول وسخ  انته الوسخ,1
يامطي الفرس,0
لاتتصارع مع خنزير في الوحل ،، فتتسخ إنت ويستمتع هو .,0
و لو انت واحد اكيل و مزجانجي و (مسلم) هتقابل مشكلة تانيه و هي ان الاكل اغلبه بيحتوي علي دهن خنزير او لحم خنزير او م… @url,0
@user @user كلامك أخي صحيح هم دائما مايستخدموننا نحن الافارقة كأغبياء لانفهم شيئا,1
إن شاء الله التاسعة يا اهلي لانها مهمة اوي في الوقت ده #افريقيا_يا_اهلي,0
سنعة لاجل وفد الحريم المسايير,1
@user @user إذا كانت الجنه تأوي من امثالك وأمثال بني سعود والمنبطحين الذين شربوا بول البعير فناخوا… @user,0
سواء كنتي متبرجة فهذا الشيء… @url,1
باير  = شخص فاشل لا يعمل ولا فائدة ترجى منه,1
@user @user طيب قولي بايره وخلاص,0
عيار بول البعير مخلوط ببول الحمير  @user,1
@user @user خنزير نجس اتفووووووو عليه خاين عرص وسخ,1
@user @user حتى اني واضع  إعلام ساعودية  حبا لمكة  ونصرتا  لها لو مثلا تهجم خنازير صهاينة على مكة… @url,1
لو ملكنا كرامة ما ركبو ظهورنا خنازير فارسية1250سنة والآن رجعو يركبونا. @url,1
جمهور وسخ ونادي ابن وسخه اصلا @url,1
@user @user انا عايزك تشرب بول البعير وتنام هتصحى زي الفل متقلقش واقرأ بس عن ابراهيم باشا الي قضى علي الدوله السعوديه ١٠٠سنه,1
@user يا خنزير تشتم محمد عليه افضل الصلاة والتسليم لابوك لابو من جابك وتستهزئ بعد انت حكم الرده فيك قليل اطالب بتغليظ الحكم عليك,1
هندوس عليهم,0
@user @user نهايته قربت كلب ويموت خنزير,1
@user @user @user @user حررو مصر من خنازير إسرائيل وكذالك السعوديه ولامارات وبقية الدول العربية… @url,1
طب حد يلعب معايا pubg يا اخوانا بليل ولا هفضل العب مع عشيرة بول البعير,1
@user @user جمال ريان شيخ خنازير الخنزيره @url,1
كم التحرش الي بصير اكيد اله مرجعية اتفق عل… @url,0
قصص التحرش والاغتصاب اللي قاعده اقراها تخوف وتبين انو فعلاً مافي امان وان في حيوانات حتى الحيوانات مايسوون افعالهم… @url,0
@user @user هذا هو الغلط المفروض اغلاق كافة الطرق ودفن خنازير الحوثي في مجاري الصرف الصحي,1
ذنب الكلب اعوج اجلكم الله.... الفرس لهم رب والعياذ ب الله...خنازير الفرس بيننا ك عرب @url,1
@user @user والروس  تأكدوا  أن اسقاط الطائرة جرى بصاروخ جو جو ..لما اقدموا على اعطاء الجيش السوري سلاح ي… @url,0
#بايرة_وادوها_سوط,1
@user @user مفاعل نووي ام يبحثون عن بول البعير  @user,1
ملاحظة حتى انه تعلق على بنت انها سمينة او شنعة او جسمها مش متناسق او شعرها خشن هذا بندرج تحت التحرش لانه مش شرط التحرش اللفظي يكون كلمات غزل,0
وبعدين هاري بوتر دا جزمة يعني، يعني عرف إن سنيب كان بيحميه من الجزء الأول ومع ذلك فضل يشك فيه...عيل وسخ.,1
يللي عايش على بول البعير، فالصو,1
@user @user @user ولا وأناخوك ما ظنتي من أتباع عزمي! هذا خنزير حاقد شد بلد، متبرع بخدماته لإبليس!,1
مارتا صاحبة الجايزة وصاحبة الكورة بتاعت الحريم نفسها من اول ما اخترعوها,0
@user @user الطم و الي شرف!  و انت روح اشرب بول البعير و ارضع من ..... و لا بلاش,1
يقول صرت أجلس مع زوجتي وحريم الجيران قهوه الضحى,0
فيديو| صحفية تضرب مشجع حاول التحرش بها على الهواء @url,0
#تطاول_نعمان_كورتلموش ماذا نتوقع من خنازير عُبَّاد القبور غير الطعن في دولة التوحيد والمتأجرة بدين الإسلام وهم لا د… @url,1
يقولون بول البعير ينعم الشعر،.,0
عادي ياقلبي كلهم كذا خنازير @url,1
@user @user @user بول البعير أشرف  من فضلات الايرانيين وجواربهم,1
ايقنت ان فيه جمال يخلي الحريم يقطعون يدهم بدال الفواكه,0
@user موجود اللاعبين راه الوداد ماشي واد زم باش نجيبو الافارقة بالتيست و حتى المحليين كحب الصرف غادي تجيب لاعبين فالمستوى,0
ما اتحمّل اشوف شي وسخ؟؟ماعليه فوضى محدودة لكن وساخة لا…يعني مستحيل اشوف مناديل طايحة في الارض…او علب بلاستك مع الزر… @url,1
وفلانة بايرة أي لا يطرق بابها الخطاب فلم تتزوج، وب…,0
@user @user لو سم هم ، احسن من بول البعير الي تشربوه,1
تأهل اغوستو - الترجي - وفاق سطيف لنصف نهائي دوري ابطال افريقيا وبانتظار المتأهل اليوم بين الاهلي وحوريا الغيني @url,0
معروف انهم خنازير ولا يثمر فيهم معروف,1
فيلم سوري عن جيل لم يعرف إلا العنف,1
@user لا لا ماعارف وكنت منتظركم تجو توروني وهسه انت جيت عايز توريني ومعناها بايرة خلاص شكرا لـيك ما توريني ...,1
@user @user @user @user ههههههههههههههه عايش في بلدان العدوان  يشرب بول البعير و يأك… @user,0
حتى وان كان يفضل المتبرجه  ولكن… @url,1
انا تعبان من الناس الجاهلة من الحريم ومن النساوين,1
يا جماعه مبحبش الكلام الكتير إللى يعرف يهيجنى ع امى ويقول كلام وسخ وشتيمه عليها يكلمني غير كدا لا@user انا زوبرى بيوقف  من كلامكم وشتيمتكم,1
من كلام الناس وعيون الحريم,1
@user @user معناته وصخ ونثيا يخلي راسه براس الحريم  اثراهم يعرفون لكم عشان كذا دايسينكم زي النعال,1
@user @user اتحرروا من خوف ايران واجهونا بدون ايران يعني اذا ما حصلت بول من البعير يطلع صوج ايران ههههههههه… @url,0
ياخ الخولنه دي بقت تتخذ اشكال في البلد دي لامن بقينا ما بنقدر نفرقنا من الشرمطه .. انعل ابو ده وسخ زاتو ...! @url,1
#شنو_ناقصك_بهل_الوقت سألوا حكيماً: وقالوا من هي اجمل الحريم فقال: اللي يسبونها كل الحريم,1
وانت شكوووو يا خنزير  @url,1
@user @user @user @user @user شيئ واثق و ثابت حسب جامعة بول البعير,0
@user @user @user طيب انتي تقولين لك الحق طيب لو جا مسيحي ولا شيعي يطقطق على مذهبك ويقولك انتم اجزتو شرب ب… @url,1
@user @user @user والله معاليكم ماراح تلحق على طلبات الشكائين البكائين طلبات الحريم ماتخلص,1
@user @user هههههه حمير ولا ماكان الفرس ركبوكم مسألة وقت يا خنزير لم يبقى الا القليل شوف وين كنتو وين صرت… @url,1
@user @user خنزير ابن اليهودية لو في رجل فعلاً في مصر اغتال هذا القذر السيسي النجس,1
خلف تقنية الفار طواقي بتقنية المكياج ..نعنبوهم متى يصيرون رجال ويتركون شغل الحريم...,1
@user @user @user مين الخنزير ده,1
يا فندم لن يغيروا المورث  دا كل مايعرفوة وضمان لسيطرتهم  على شاربى بول البعير عقولهم فارغة لايعرفون  سوى القتل والج… @user,1
@user @user @user @user بول البعير يعالج مرضى السرطان وله فايده وماله ريحه… @user,1
بص ياحياتها من امبارح وبنقول الصوره مفبركه والاستدلال فاسد ومافيش فايده فى عقل الخنزير اللى انت حاطه وعاوز تقارن ها… @url,0
@user @user من خلال ردك اكيد سعودي لا يوجد احقر ولا اسفة ولا وسخ منكم في العالم اجمع,1
بس لاعيبة الريال خدت حظ الشباب كلهم ف الحريم ب أمانة يعنى,1
@user @user بياع شاورما يا عديم التربية ! تعاليكم وتفاخركم يا بول البعير لن ينفعكم ، يلا اقلب وجهك,1
فإنّما النّاسُ كلُّهمْ وسخُ,1
@user @user @user خنزير حقير,1
مع السلامة يا خنازير,1
شاهد ردة فعل الناس في روسيا حينما يتم التحرش بفتاة مسلمة وأخرى غير مسلمة,0
وجدي غنيم يفتي بقتل خنازير الاعلام المصري النجسين صهاينة العرب كلاب السيسي العرص وعلى رأسهم احمد موسى وتوفيق عكاشة http://t.co/glu5slamhl,1
@user @user @user مادام شيوخكم اصلهم يهودي أنتم شو بتطلعون يعني يا هندوس وله مسيح @url,1
@user @user دا ماكلامي دا كلام الله... قال للرجال غضوا بصركم وماقال ليهم لو لقيتو متبرجة اتحرشو بي… @url,1
@user @user الكلاب تنبح وقافله مصر والسعودية تجري يا خنازير البنا,1
من الواضح ان هدي عبد المنعم متجوزة (2)وخلفت خروفين واحد اسمه احمد السيد والتانى اسمه جهاد خالد,1
والوسسخ وسخ ولو غسلتو بموية زمزم…,0
ياريت اربع سنين بنقول الكلام ومفيش حد سامع السجون عماله تعلف في خنازير الاخوان وهما يخططوا والكلاب الي بره تنفذ @url,1
لما يولول زى الحريم ليل نهار ولما يرفع سيفه الخشب على شبح ملوش ملامح إسمه الدولة و…,1
@user @user هؤلاء المجوس طوال تاريخهم هم اعداء للاسلام اصلا ومنبع للجرائم والارهاب فليس بغريب علي… @user,1
عشان وقفة شواربك بغير من الحريم,1
حركة جديدة فى المغرب باسم “ماسكتاش” ضد التحرش تستعمل الصفارة @url @url,0
@user @user @user @user بول البعير اشرف وأنظف من ان اكون متشبه بالنساء بلبس السلاسل… @url,1
#تركي_ال_الشيخ خد غنمك وابلك وانسحب يا بول البعير - مصر كبيرة عليك يا اعرابي @user,1
قومي سوري داعس راسك يا صرماية,0
@user ملائكة منحرفة وسافله,1
@user @user @user عن التحرش,0
دولة خنازير فعلا ...,1
@user يعني التحرش مبرر اذا كان في ضحية ؟؟ هاد اللي فهمتو من تعليقاتهن تفو ع هيك مخ بسس ..,0
@user @user  نور قوليلها انها بايرة عشان إللى بتعملوا فينا ده كتير اوى والله,0
حلوف (خنزير) بلدية ماتسمى البحرين,1
وحـين تجلس كأنها جوهره في الحريم.,0
-يوجد استهتار واستهزاء في تلقي بلاغات التحرش من المواطنات !!,0
@user @user @user وما يحق لأي بنت تنفعل وهي متبرجة واللي تغار على نفسها من جد تحتشم,0
@user @user كذاب انت قبل شهر شايفه يتجول بإحدى مولات الرياض  لا تكذب يا خنزير,1
جماعة هو الحملة بتاعة التحرش خلصت و ماسكين فالbullying ؟,0
لو شوال الرز بتاعك عنده دم يمشى ويروح يعمل أندية فبلده بدل تلقيح جتته علينا يا بايرة @url,1
يعجبني اكثر ان الحريم يقولون اكسينشن ونحسبه الفورد الكبير وهو وصلات شعر,0
نجنب عن الي حبهم لـ الحريم ريام,0
ونهايتكم  قادمة . شاربي بول البعير .,1
@user @user @user اي لان كلكم بعورة همج... العراق بلد حمورابي والجنائن المعلقة وبلاد مابين النهرين و… @url,1
للى بيقولوا لبس البنت سبب التحرش,1
@user @user @user @user @user يبدو انك بايرة من البايرات ربي يجيبلك زوج من التويتر ولا الفيس ...قولي ان شاء الله,1
ظل التحرش في نظر الانثي تحرشاً حتي يقوم بيه الرجل المناسب .... فيصبح غزل,0
هل تعتقدين كشف الوجه ؟ هل هان عليك أمر التبرج ؟ الكل يستطيع… @url,1
@user @user أمثر التحرش يكون لفظيا,0
كم التحرش الي بصير اكيد اله مرجعية اتفق عليها عش…,0
مسكين كان الله في عون اخوتنا السوريين على هذا وأمثاله..,1
@user @user آه البخاري قال اشربوا بول البعير تمام اصدقك الان,1
فيه شايب مدري وش عند أمه اكثر من مره يدخل للبيت ويفجعنا يجلس يطالع نقلوا انزل ماينزل يطالع وشوي وينزل ..! شكله وسخ… @url,0
@user @user @user قطر مثل بول البعير في الخليج إرتمت في أحضان الاخوان الفلسين فعزلوها عن… @user,1
@user @user لا خنازير احلا,1
إلا ثلل منحرفة لاتمثل مكارم الاخلاق والحب… @url,1
@user لا تلاحظ انه كلام كلام شرب بول البعير و افتخارك ب الأوربيين من قتل اجدادك هذا دليل انك بدون مبدأ و لا ه… @user,0
يمكن يقال هالنوع ماعليه شرهه وعادي هذا طبع الحريم متناقضات..اوك..لكن الأمر مأخوذ بالحسبان ويقوم عليه تجاره ياناس وف… @url,1
@user @user @user انا ماجيت انهق الا على حمير ايران الي مثلكم يا خنازير,1
@user @user @user اطهر من وجهك بول البعير,1
@user ياكل لحم خنزير صدقو المطاوعه لله درهم,0
@user هو ف سواقة حريم وسواقة رجالة,0
@user هاذي كورة جلد خنزير فيها ظلم لاكن ماتاصل للدعاء,1
@user @user التصر يح هذا يأتي ضمن استراتيجية اطالة امد الحر ب لتستفيد من بيع الاسلحه خبر  خييث ينقله خنازير  الاخوان امثالك,1
والبلطجي كان خنزير بنجمة على الكتاف.,1
ندردش سوالف منحرفة,1
#التويتر_اصبح لتغريد الناس المحترمة ، ونهيق بعض المستحمريين، ونباح بعض المستكلبين، وقرف وسخ الطائفيين،,1
التحرش بالأطفال سهههل ومتعه من بيجرب ؟  #كلب #معصيتي_راحتي,1
لاعب جنسيته خنزيريه اكيد مستواه زبال ومايدعم افكار الكوره الحديثه ... خنازير لعبهم مدافش ومراكض @url,1
خنازير عملاء حكام العرب في كل مكان ينتهكوا كرامه الشعوب @url,1
@user @user مافي اي رابط بيت كلامك وبين التحرش,0
ياخي اخلاق اليهود والمنافقين وحدة ..,1
وين الحريم إليّ مبثريني لما كنت بزر بخطبك لولدي وبخطبك وينكم يوم كبرت ماشفتكم ولاحتى أتصلتوا صحيح إني مب حلوه لكن ا… @url,0
@user @user خنزير جاد يجي da8e0656,1
حتى التحرش محرومة منا @url,1
@user من يريد ان يعرف تربية الشوارع فليتابع من يقال عنهم الصحفيين الرياضيين لاادب ولاحياء ولسان وسخ,1
ممحمونة محنة عاهرة منحرفة مص لحس مطلقة مولعه ليز ليزبيان سحا… @url,1
@user @user @user يلا يا خنزير ورنا شطارتك السنه الجايه إذا احيانا الله,1
@user @user @user @user @user @user اصلك من شربي بول البعير مصر رخم انف كسمك وك… @user,1
@user @user @user @user سير شرب بول البعير مع الضب وسد عليا فمك,1
@user @user خنزير فاجر يقتل القتيل ويمشي في جنازته امتا يارب النجاه من الفاسد الإرهابي ده اللي بيتحكم في المصريين غصب عنهم,1
نيويورك تايمز: هكذا يعيش اللاجئون اليمنيون بكوريا الجنوبية: @url,1
على طاري التحرش اذكر واحد من الاصدقاء تحرشوا فيه بنتين قدامنا.,0
يا كفار قريش يا شاربي بول البعير,1
@user @user خنازير لعنة الله عليهم,1
@user متبرجه عاهره ماينوخذ بكلامها,1
ليش تنزل طقوسهم  وربي كأنهم هندوس سيخ؟؟؟,1
بالفيديو: سيدة سعودية تصطدم بـ”عمود إنارة” وتصرخ .. وطفل يوثق الحدث “راح العمود وهذي سواقة الحريم” @url,1
التحرش بالاطفال بس اقل من١١ سنه #عمه #معصيتي_راحتي,1
دقو جرس  دخلو معاهم #خنزير ريحتو معفنه و بخرا ليهم في الزنزانه كلها مترين في مترين,1
@user @user خنازير متجمعه,1
ولادة خنزير بوجه إنسان في الصين @url,0
يلا يا بايره,1
@user هؤلاء خنازير الحوثي بلا ادنى شك..,1
@user همج رعاع كأسيادهم لا يليق بهم إلا شرب بول البعير واكل الضب,1
متبرجة وش هاتخلف,0
@user يا رخيص يا وسخ,1
نطفتهم نجسه,1
معاك ريال تسوين ريال ، لايضحكون بعقلك خنازير… @url,1
تهديد ووعيد وعبارات وألفاظ بقولك ايه يا خامئني شغل الرغي والمطلقين ده بتاع الحريم عندك دليل اشتغل يا معلم عارف موقع البيت الأبيض ولا أدلك,0
@user @user هم اللى بيحوروا المواضيع .. تتكلم عن الأمن يقول لك امنعوا المتبرجه.. طيب ده دخله ايه ب… @url,1
وجوله وسخ زيه يلا هه @url,1
___ أنقطع وصله ولا أدريّ ويش حده والله أن فقده من كبار الخساااير / وديّ أعرف من وقف ضديّ وضده العواذل بايره والوقت باااير ..,1
أنا لا أتحدّث عن خطأ تلك المشهورة كونها متبرجة هذا شيء آخر ! أنا أتحدّث عن تهوين التبرج ولا كأنّ الحجاب أمر ربّاني… @url,1
مب عاجبني موضوع شاكيري بالنص تمنيته بدال احد المستعرصين الافارقة .. مع إراحة ميلنر و مداورة الدفاع .. فابينهو ماكان… @url,1
@user كلب وسخ ببلدنا ويهيننا لكن فيه رجال يفركون خشمه كلاب عرب الشمال الله يعز المملكة,1
@user @user @user @user بول البعير به فوائد كانك ماتدري  ولا هالزباله الي بحلقك والشراب,0
@user هوه انتو مستنيين قوانين تقتلو بيها يا خنازير,1
@user @user طيب هو ليش ماتربى يمد يده ؟؟؟ والله كفو عليها ليت كل الحريم كذا,0
اوووه الشافعة الجاهلة  انا عجوزة بايرة ؟؟؟؟؟ انا ؟؟؟ م بعرف ليك شي كعب,1
@user وإلى جانب إدارة الدخل بلادي إعطاء المال الغداء. نفس هذا العمل الجبان منحرفة غبي نادي... المتأنق أنا فق… @url,1
لقطات منحرفة ومضحكة | الخطايا السبع المميته |مليوداس: @url عبر,1
لا ابو ابوكم شويه خنازير الله ينتقم منك ي مورينيو.,1
كيف تحمين نفسك من التحرش في الشارع...: @url عبر @user,1
ان شاء الله يودعوا مش ناقصة خنازير,1
@user @user @user @user غالبا يكون كلامه بيرفكت وهي ماتعرف انه ينظر لها بدونية ويعتبرها منحرفة و… @url,1
@user @user @user @user انت قطري وسخ  والله اني اري روسكم قد اينعت وحان وقت قطافها   وخلي موزه تنفعكم,1
يظل التحرش في نظر الأنثى تحرشاً حتى يقوم به الرجل المناسب,1
وانتي متبرجة مثيرة للشفقة,1
@user @user @user عرب شاربي بول البعير وراكبي الجمال وساكني الخيام مصر من اقدم ٣ دول في العالم عرب دول… @user,1
واقترح أن يقدم له السوريون عدد  1000 وس… @url,0
@user يمكن، والحين صارت تنصح الحريم لأن صار عندها خبره,0
تقسيم العالم الي مسلمين و كفار خطأ فادح، العالم فيه مسلمون و أهل كتاب و هندوس و بوذيون و ملحدون الخ. الكافر هو من ع… @url,0
@user @user @user جماعة بول البعير جالسين يصرفون عليك وعلى أهلك من يوم ولادتك الى ان كبرت وصرت بغل وخ… @user,1
ويقول الشباب مايفهمون بشغلات الحريم @url,1
بايره = كثيرة الكذب,1
مو الحين يقولون في ١٠/١٠ الحريم يسوقون صارلها ٣ شهور الحين وانا قاعد ادور في الرياض ختمت ام امه ماحصلت ولا حرمه تسوق وش العلم ياشباب ؟,0
ليت للسنة كيان يقف في وجه ايران..ومن قبلها إسرائيل..حينها لن تجرؤ إيران ولا غيرها على التحرش بأي بلد عربي..,0
@user @user @user لا عمري ماهقتنع بده هفضل مقتنعه ان التحرش سببه قذاره الذكر وع فكره فيه ولا… @url,0
@user @user انجس من خنزير انت وامك اكيد ما مخليه واحد من شرها شو اسمها تسيفي ما خلت زعيم عربي الا ما ن… @url,1
@user @user @user @user عادي انا بسمع عندكم نسبة التحرش عالية وبدون زعل,0
لنساء الطبقة الوسطى وما فوق اللواتي يريدن محاربة التحرش ضدهن بالهاشتاغات و و,1
مادزوجيش أختي حيت خايفة يقولو عليك بايرة، دزوجي حيت نتي باغية و واحسني الاختيار @url,0
وينها اربعينيه ثلاثينية او متزوجه محرومه ندردش سوالف منحرفة,1
لاجيت أعاتبك طيّحت الحطب كلّه,1
@user @user @user @user @user راجع إحصائيات التحرش هتلاقى السعودية أكثر دولة عربية بها تحرش أيها الجاهليون,1
لا وشش ذا علموها الحريم مايلبسونه @url,1
البنت العاقه يوم شافت البنات والحريم يسوقن,1
ي ربي الناس غيرت الديتات وانا لسه بايرة @url,0
@user @user خنزير من خنازير الصحوه الارهابيين,1
#feednoly جنه برد الموضوع عندك  اذلف  ماكل لحم خنزير مادري شوضعك,0
انتوا الحريم تحبون المشاكل الله يجيرنا منكم,1
مدري من قايل لها بنجيب خنزير مشوي وويسكي @url,1
كمية التحرش اللفظي اللي بنتعرضله كل يوم في الشارع كفيل إنه يخلي القسم شغال طول اليوم.,0
إن تحدث عن التبرج دافع وقال : ربما تكون متبرجة لكنه…,1
هي فين الحريم اللي بتقلع جوزها الجزمة وتقوله,0
ما بدي كون متطفّل، أعتقد أنّهم يأكلون الضّبّ ويتعاطون بول البعير، وكفى ذلك شحار وتعتير. @user,0
@user @user بول البعير الي تهرج عنه اطهر منك يانجس,1
@user @user لانك خنزير ماتفهم واكيد منقع نفسك في الطين,1
@user @user @user انا اتكلم عن اللي تدور على الرجال جمع رجل لو تركز، ولو كانت متبرجة مايعني ان… @url,1
