_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,label,languagecomment:confidence,articletitle,text,bodylen,insdt,languagecomment_gold,link,serial,words
1222300503,FALSE,finalized,3,4/30/2017 09:00:34,0,1,الصحافة والتمهيد للثورات,الصحافة الورقية ستشهد في القادم الذي يعلمه الله ستشهد رواجا كبيرا وكذلك الصحافة الالكترونية ولكن سيعود للورق بريقه الأخاذ.,122,46:39.6,,www.aljazeera.net/home/getpage/92804797-74a7-4675-b919-6682990f8cbe/c67f4c97-307a-495e-abdf-8d92e8f891cd,44900,19
1222306802,FALSE,finalized,3,05/01/2017 17:59,0,0.6769,حظر سفر العمالة المنزلية الإندونيسية للشرق الأوسط,"استعمال ""الشرق الاوسط"" فقط لتمييع الخبر . من هي الدولة التي في الشرق الاوسط التي تستقدم خادمات المنزل غير دول الخليج .",118,57:22.4,,www.aljazeera.net/home/getpage/97bf4c0e-b160-4e00-8a8b-af44be2d88ae/016b1275-8274-4037-b623-0903e3e80bdd,57519,22
1222285633,FALSE,finalized,3,4/28/2017 14:03:41,0,1,نمو قوي للاقتصاد الأميركي بالربع الثاني,كيف يمكن للشركات الاهتمام بالخدمات الاساسية لعائلات موظفيها كالتأمين الصحي الجيد ، مع الحفاظ على ربحيتها و استمرارية نموها ، بارك الله فيكم ووفقكم لكل خير,154,13:28.5,,www.aljazeera.net/home/getpage/97bf4c0e-b160-4e00-8a8b-af44be2d88ae/01e04f5e-e2c1-4986-b072-3b8bbe1b2635,14510,26
1222291815,FALSE,finalized,3,4/29/2017 00:26:32,0,0.6642,أدنى سعر للنفط الأميركي منذ ست سنوات,يا رب ينخفض اكثر فربنا لم يعطى النفط لدولنا لخيرهم بل ليعذبهم به,64,45:16.0,,www.aljazeera.net/home/getpage/97bf4c0e-b160-4e00-8a8b-af44be2d88ae/062a0256-d3da-444f-8560-f57c2721887c,27738,13
1222293649,FALSE,finalized,3,4/29/2017 09:09:07,0,0.6603,"""مافيات العملة"" بالعراق تمول تنظيم الدولة ",الله ينصر دولتنا الاسلامية. باقية و تتمدد مادامت الشمس تشرق من الجهة الشرقية.,77,03:11.5,,www.aljazeera.net/home/getpage/97bf4c0e-b160-4e00-8a8b-af44be2d88ae/09023ed5-dad2-446d-b0c6-e917ab68aa24,31235,13
1222282178,FALSE,finalized,3,4/28/2017 10:56:57,0,1,"مشروعات بمليار دولار بالخليج لدعم ""السياحة الحلال""",بعد افساد الشباب يخططون لافساد الاسر,36,58:08.3,,www.aljazeera.net/home/getpage/97bf4c0e-b160-4e00-8a8b-af44be2d88ae/0bbfbdee-202a-4ebf-9ba4-0db5caa2d2bc,7619,6
1222283492,FALSE,finalized,3,4/28/2017 12:38:31,0,0.6752,واشنطن تحذر من التسرع بالاستثمار في إيران,فواشنطن تريد,12,44:15.5,,www.aljazeera.net/home/getpage/97bf4c0e-b160-4e00-8a8b-af44be2d88ae/0dafbcf5-c1ff-4062-a24a-47395e4ba273,10160,2
1222290502,FALSE,finalized,3,4/28/2017 21:18:08,0,0.6569,أرامكو السعودية تزود مصر بمواد نفطية,"لو كنت تعيش مثل السعوديين لكانت هذه الامور اخر ما تفكر فيه في حياتك ,, السعوديين يعيشون في عالم موازي آخر",105,19:53.5,,www.aljazeera.net/home/getpage/97bf4c0e-b160-4e00-8a8b-af44be2d88ae/0f59db1a-91ff-41b9-b299-6c6a83be9c20,24840,21
1222298747,FALSE,finalized,3,4/29/2017 22:38:13,0,1,أزمة اليونان تهوي بأسواق المال,الجزيرة. نت.,12,13:44.5,,www.aljazeera.net/home/getpage/97bf4c0e-b160-4e00-8a8b-af44be2d88ae/12842925-616d-4fe8-8ef9-cfc34a66e74e,41417,2
1222289420,FALSE,finalized,3,4/28/2017 19:36:58,0,0.6645,اكتشاف إيني بمصر بين آمال الانتعاش والأوهام,واضح ان كاتب الخير حزين جدا لاكتشاف اكبر حقل فى البحر المتوسط فى المياه الاقليمية المصرية,89,05:21.2,,www.aljazeera.net/home/getpage/97bf4c0e-b160-4e00-8a8b-af44be2d88ae/144abcb0-98aa-4b44-9ec2-301822dc83f9,22634,16
1222280111,FALSE,finalized,3,4/28/2017 08:40:22,0,1,سقوط الطائرة الروسية يعمق جراح الاقتصاد المصري,وأتاااهم الله من حيث لم يحتسبو.,31,32:22.5,,www.aljazeera.net/home/getpage/97bf4c0e-b160-4e00-8a8b-af44be2d88ae/14b52250-31c8-45c3-8de9-368dca835819,3643,6
1222280103,FALSE,finalized,3,4/28/2017 09:07:39,0,0.6749,سقوط الطائرة الروسية يعمق جراح الاقتصاد المصري,فأفرح قطر,9,10:22.4,,www.aljazeera.net/home/getpage/97bf4c0e-b160-4e00-8a8b-af44be2d88ae/14b52250-31c8-45c3-8de9-368dca835819,3635,2
1222283156,FALSE,finalized,3,4/28/2017 12:21:48,0,0.6667,ترشيد الإنفاق السعودي في ظل هبوط النفط,فابدؤوا بترشيد انفاق العائلة الحاكمة اولا,41,33:55.1,,www.aljazeera.net/home/getpage/97bf4c0e-b160-4e00-8a8b-af44be2d88ae/1553e90e-b564-436e-a456-891157d65537,9542,6
1222282958,FALSE,finalized,3,4/28/2017 11:44:45,0,1,مفاهيم خاطئة بشأن الاقتصاد الإسلامي,"المسلم لا يتأول مع وجود النص ، و الربا محرم بنص القرآن

""ذلك بأنهم قالوا إنما البيع مثل الربا
و أحل الله البيع و حرم الربا""",123,27:15.9,,www.aljazeera.net/home/getpage/97bf4c0e-b160-4e00-8a8b-af44be2d88ae/15cf6c32-c12a-49b6-b65f-ca212bcb169a,9157,24
1222290951,FALSE,finalized,3,4/28/2017 22:03:10,0,0.6678,أسعار الشقق بلبنان تقاوم قانون السوق,نصيحة لكل إخواني في ما يسمى لبنان،،،،لا تشتروا عقارا قي لبنان حتى لو اضطررتم للمبيت في خيام. فقط اتقوا الله واصبروا عما قريب بإذن الله حفيد الكرام قد يوزّع عليكم المنازل بالمجان. والأيام بيننا.,193,54:00.3,,www.aljazeera.net/home/getpage/97bf4c0e-b160-4e00-8a8b-af44be2d88ae/16d1c8d3-f247-491c-b148-5fc83f9fb700,25823,34
1222281658,FALSE,finalized,3,4/28/2017 10:10:25,0,0.6571,الإمارات تقر ميزانية أصغر قليلا لعام 2016,انها دماء المسلمين وفواتير الحرب افقرتهم او تكاد بأذن الله.,59,18:56.4,,www.aljazeera.net/home/getpage/97bf4c0e-b160-4e00-8a8b-af44be2d88ae/16e7ca6c-4a3a-432b-9f03-602112be9329,6647,10
1222308885,FALSE,finalized,3,05/02/2017 13:54,0,1,فنادق عائمة في قطر استعدادا لمونديال 2022,"لا أظن ان هناك وقت والله اعلم , 2022 قد تكون سنة ملاحم و بأس شديد و امور عظيمة , ارجو ان لا نكون من الذين يقال لهم يوم القيامة ( أذهبتم طيباتكم في الحياة الدنيا)",161,35:25.6,,www.aljazeera.net/home/getpage/97bf4c0e-b160-4e00-8a8b-af44be2d88ae/1a880280-69b8-461d-b1c4-63c3a0c485ef,62106,36
1222287199,FALSE,finalized,3,4/28/2017 15:17:45,0,0.6705,ساب: بنوك السعودية قوية رغم هبوط النفط,قوية بأموال المعتمرين  والحجاج!,31,48:08.5,,www.aljazeera.net/home/getpage/97bf4c0e-b160-4e00-8a8b-af44be2d88ae/1b32585d-9632-4f4a-bc27-185833f41b85,17872,4
1222284227,FALSE,finalized,3,4/28/2017 12:47:06,0,0.6829,روسيا تستبعد تدهور علاقتها الاقتصادية بالسعودية,لاحول ولا قوة الا بالله  ولهم علاقة اقتصادية كمان وهم جايين يقتلونهم,68,35:23.8,,www.aljazeera.net/home/getpage/97bf4c0e-b160-4e00-8a8b-af44be2d88ae/1c99b3e1-27d2-4029-8d7c-7c3b2bcec08e,11655,12
1222289438,FALSE,finalized,3,4/28/2017 20:00:37,0,1,بيع النفط لإسرائيل مشكلة جديدة بين أربيل وبغداد,ويصوت البرلمان .. دستور الدولة الإسلام ؟!,41,41:06.5,,www.aljazeera.net/home/getpage/97bf4c0e-b160-4e00-8a8b-af44be2d88ae/1cc162c8-b635-4bb6-a9cd-492f8ad53735,22668,7
1222288300,FALSE,finalized,3,4/28/2017 17:24:49,0,0.6563,وزراء النفط الخليجيون يناقشون توحيد أسعار البنزين,اسعارالبنزين هىاسعار الشركات الخمسة العالمية لتكرير النفط و لا يتحكم بها ولا منتجين البترول كالدول الخليجية الا من باب الدعم ومن اموال الشعب للخزينة العامة,155,02:11.8,,www.aljazeera.net/home/getpage/97bf4c0e-b160-4e00-8a8b-af44be2d88ae/1db53561-275f-4e54-bbc1-1596c95a9a9d,20141,25
1222307701,FALSE,finalized,3,05/01/2017 22:09,0,1,اكتشاف حقل كبير للغاز قبالة ساحل موريتانيا,يسرني في المركز الموريتاني لقياس الراي العام ان ندعوكم الي اضافتنا كشريك للدراسة والتعاون في مجالقياس ال اي العام  وهذا رابط بموقع المركز,137,07:20.2,,www.aljazeera.net/home/getpage/97bf4c0e-b160-4e00-8a8b-af44be2d88ae/1e4b3bc4-c8b6-4bcb-afe6-bcaeb391f335,59560,23
1222285636,FALSE,finalized,3,4/28/2017 14:06:59,0,1,الصين تؤسس صندوقا لمساعدة الدول الفقيرة,هل تطوير وسائل الزراعة لانتاج كميات اكبر من الغذاء هو الطريق الامثل لاطعام الفقراء و الجوعى حول العالم ، ام ان هناك طرق أفضل و أكثر فعالية ، بارك الله فيكم ووفقكم لكل خير,170,48:39.4,,www.aljazeera.net/home/getpage/97bf4c0e-b160-4e00-8a8b-af44be2d88ae/1e74f308-c0cc-47f4-8955-2012e91db89e,14516,34
1222301758,FALSE,finalized,3,4/30/2017 11:38:19,0,0.6763,الأردن والعراق يدرسان مسارات بديلة لأنبوب نفطي,لقد خسرت الحكومة الاردنيه بوقوفها مع العبادي وقبله المالكي ضد اهل الانبار لان الانبار عمق الاردن وخسرته للابد ولن يكون هناك خط انابيب نفط الا من الانبار ولن يكون ذالك ابدا,171,34:15.8,,www.aljazeera.net/home/getpage/97bf4c0e-b160-4e00-8a8b-af44be2d88ae/26b1c85e-bc19-4b4b-8011-848396b699dd,47278,31
1222299713,FALSE,finalized,3,4/30/2017 05:33:58,0,0.7008,هبوط الدينار يشعل احتجاجات في بغداد,عشر ملاين دينار عراقي ( تسعة آلاف دولار ) وليس تسعون الف دولار,62,06:48.8,,www.aljazeera.net/home/getpage/97bf4c0e-b160-4e00-8a8b-af44be2d88ae/29eddfd5-63c5-4b33-b7cb-1e7f4ba041bd,43414,13
1222294966,FALSE,finalized,3,4/29/2017 12:18:32,0,0.6856,عجز تجاري جزائري بسبب هبوط أسعار النفط,و السعودية تلقت اتفاق نووي من أمريكا، الذي سينعش اقتصاد إيران.,62,17:51.4,,www.aljazeera.net/home/getpage/97bf4c0e-b160-4e00-8a8b-af44be2d88ae/2a4ccbc9-4f6e-4293-acf5-20da4615cd37,33856,11
1222309744,FALSE,finalized,3,05/02/2017 20:30,0,0.6675,تركيا وإيران.. تحالف اقتصادي رغم ''العاصفة'',اى عاصفة ؟؟عاصفة عليكم,22,20:35.6,,www.aljazeera.net/home/getpage/97bf4c0e-b160-4e00-8a8b-af44be2d88ae/3356f858-ff0c-4134-8cb9-126d17d0e78e,63782,4
1222280130,FALSE,finalized,3,4/28/2017 08:39:19,0,1,النعيمي: المنتجون والمستهلكون يرغبون باستقرار النفط,"بعض الدول المنتجة للنفط بدأت باتخاذ اجراءات رفع الدعم و تقليص الخدمات المقدمة لمواطنيها بسسب انخفاض الايرادات , و بنفس الوقت تسعى جاهدة لمزيد من الانخفاض في اسعار النفط !!",171,34:06.7,,www.aljazeera.net/home/getpage/97bf4c0e-b160-4e00-8a8b-af44be2d88ae/3ce4fcf1-03f3-4497-90bd-5db560d00166,3682,30
1222280109,FALSE,finalized,3,4/28/2017 08:40:22,0,1,السعودية والإمارات متفائلتان باستقرار أسعار النفط ,"ان الله عنده علم الساعة,وينزل الغيث,ويعلم ما في الارحام,وما تدري نفس ماذا تكسب غدا ,وما تدري نفس بأي ارض تموت,ان الله عليم خبيييير.( 2040 )",139,44:22.4,,www.aljazeera.net/home/getpage/97bf4c0e-b160-4e00-8a8b-af44be2d88ae/3ce4fcf1-03f3-4497-90bd-5db560d00166,3641,25
1222310627,FALSE,finalized,3,05/03/2017 05:16,0,1,الدولة المصرية وراء صفقة الشركة البريطانية,ممكن استاذ سلام العبد الله ان نعرف منك ماهي صفحات النت الذي انت ذكرتها . حتي نعرف مثلك . اهم شي تكون مواقع معروفه عالميا . شكرا .,129,37:26.4,,www.aljazeera.net/home/getpage/97bf4c0e-b160-4e00-8a8b-af44be2d88ae/419fe126-e315-4da3-a8b1-e4abb53f179c,65492,28
1222285381,FALSE,finalized,3,4/28/2017 13:29:48,0,0.671,السعودية تسحب مليارات الدولارات من أصولها بالخارج,مابعرف هل ستعود بعد ان تحولت إلى صواريخ ومقذوفات وطلقات نارية زلزلت اﻻرض الشامية والعراقية واليمنية,99,51:58.8,,www.aljazeera.net/home/getpage/97bf4c0e-b160-4e00-8a8b-af44be2d88ae/4a217e29-454d-4680-9cce-bf9e80b0214c,14007,16
1222285115,FALSE,finalized,3,4/28/2017 13:30:04,0,0.6595,السعودية تسحب مليارات الدولارات من أصولها بالخارج,الدفاع عن الكعبة لا آل سعود,27,59:41.5,,www.aljazeera.net/home/getpage/97bf4c0e-b160-4e00-8a8b-af44be2d88ae/4a217e29-454d-4680-9cce-bf9e80b0214c,13495,6
1222289486,FALSE,finalized,3,4/28/2017 19:41:44,0,0.6716,3.3 مليارات دولار عجز بموازنة ليبيا بسبعة أشهر,نحن مصنع كوالا للمشروبات اقاطع الدولار حتى ينزل,47,34:39.8,,www.aljazeera.net/home/getpage/97bf4c0e-b160-4e00-8a8b-af44be2d88ae/5074bca0-febb-41f3-b25c-c425c350873e,22777,8
1222278573,FALSE,finalized,3,4/27/2017 15:08:15,0,0.6657,ضربات أميركية تستهدف التمويل النفطي لتنظيم الدولة,نتبرع لها من اموالنا والحمدلله نصره للمجاهدين.,46,35:29.5,,www.aljazeera.net/home/getpage/97bf4c0e-b160-4e00-8a8b-af44be2d88ae/518ed4a2-6158-40d2-89e1-d1c377ce4346,339,7
1222288297,FALSE,finalized,3,4/28/2017 17:24:49,0,1,صادرات إيران النفطية بأدنى مستوى في ستة أشهر,"رب ضارة نافعة. بيع النفط بهذه الاسعار البخسة يعتبر هدرا"" للثروة النفطية و خصوصا"" ان اعتماد ايران على ايرادات النفط لا يتجاوز ٣٠%.",129,35:12.2,,www.aljazeera.net/home/getpage/97bf4c0e-b160-4e00-8a8b-af44be2d88ae/52a573fd-7307-4639-b098-55a21af1c6b0,20135,23
1222280077,FALSE,finalized,3,4/28/2017 08:37:28,0,0.6702,السياح الروس يغيرون وجهتم إلى تركيا,وجهتهم وليس وجهتم ...مالكم يا ناس الجزيرة,41,59:26.5,,www.aljazeera.net/home/getpage/97bf4c0e-b160-4e00-8a8b-af44be2d88ae/59b93ba3-e503-4fe8-9b19-b5669a644a50,3594,7
1222282313,FALSE,finalized,3,4/28/2017 11:36:22,0,1,إستراتيجية أوبك أبطأت نمو النفط الصخري ,فلم تبطئ شئ بل اعطته قوة,24,26:02.2,,www.aljazeera.net/home/getpage/97bf4c0e-b160-4e00-8a8b-af44be2d88ae/5d2b039a-4eb5-4bdf-a50d-dc9552f03458,7863,6
1222289004,FALSE,finalized,3,4/28/2017 19:18:10,0,0.6729,بنوك السعودية بدأت تتأثر بهبوط أسعار النفط,"أعوذ بالله من الشيطان الرجيم""فلما نسوا ما ذكروا به فتحنا عليهم أبواب كل شيء حتى إذا فرحوا بما أوتوا أخذناهم بغتة فإذا هم مبلسون *  فقطع دابر القوم الذين ظلموا والحمد لله رب العالمين """,183,10:08.4,,www.aljazeera.net/home/getpage/97bf4c0e-b160-4e00-8a8b-af44be2d88ae/5dd7200c-9755-4b91-96ec-d7eedb2e7193,21712,35
1222280900,FALSE,finalized,3,4/28/2017 09:23:58,0,0.6694,السيسي يتعهد بحل مشكلة الغاز قريبا,أعزًكم الله ممكن يقصد حل هشكلة غازات البطن,42,16:18.6,,www.aljazeera.net/home/getpage/97bf4c0e-b160-4e00-8a8b-af44be2d88ae/5e6cab9d-a8e3-4915-be83-c63676e4f13e,5199,8
1222286291,FALSE,finalized,3,4/28/2017 14:14:46,0,0.6592,اتساع فضيحة الغش التجاري لفولكس فاغن,"هبط سهم فولكس فاغن 19,8 % وبورصة فرانكفورت بنسبة 3.3%.
ياجزيرة أنت صحيفة محترفة وعليك نشر المعلومة بمهنية",105,23:36.9,,www.aljazeera.net/home/getpage/97bf4c0e-b160-4e00-8a8b-af44be2d88ae/5ea338d7-19fc-41c0-b0d6-c2ac46f09a79,15807,17
1222284785,FALSE,finalized,3,4/28/2017 13:15:14,0,0.6748,أزمة سياسية تغلق متجرا سويديا بالمغرب,لن يوقف الهستيريا المغربية الا عودة الاستعمارالمروكي من حيث اتى وعودة اهل الارض واسيادها الى وطنهم الغالي الذي حرموا منه طيلة اربعين سنة.,137,14:25.3,,www.aljazeera.net/home/getpage/97bf4c0e-b160-4e00-8a8b-af44be2d88ae/5f94fa8e-8658-4c1f-bb4f-781fe6b2e75a,12891,23
1222301231,FALSE,finalized,3,4/30/2017 10:22:30,0,0.3547,مشروعات السيسي.. دعم للاقتصاد أم أوهام جديدة؟,لن يفلح الله من سفك الدماء وحرق الجثث والمساجد وظلم العلماء وخان رئيسه (( إن الله لا يضلح عمل المفسدين )) صدق الله العظيم,121,07:01.0,,www.aljazeera.net/home/getpage/97bf4c0e-b160-4e00-8a8b-af44be2d88ae/601aeff8-c927-469a-94d5-6d52cfc19725,46228,24
1222301230,FALSE,finalized,3,4/30/2017 10:22:30,0,0.6655,مشروعات السيسي.. دعم للاقتصاد أم أوهام جديدة؟,لن يفلح الله من سفك الدماء وحرق الجثث والمساجد وظلم العلماء وخان رئيسه (( إن الله لا يصلح عمل المفسدين )) صدق الله العظيم,121,07:19.9,,www.aljazeera.net/home/getpage/97bf4c0e-b160-4e00-8a8b-af44be2d88ae/601aeff8-c927-469a-94d5-6d52cfc19725,46227,24
1222301229,FALSE,finalized,3,4/30/2017 10:22:30,0,0.6678,مشروعات السيسي.. دعم للاقتصاد أم أوهام جديدة؟,(( إن الله لا يصلح عمل المفسدين )) صدق الله العظيم والله والله والله لن يفلح فما جربنا على الله كذبا قط,103,08:16.1,,www.aljazeera.net/home/getpage/97bf4c0e-b160-4e00-8a8b-af44be2d88ae/601aeff8-c927-469a-94d5-6d52cfc19725,46226,22
1222289430,FALSE,finalized,3,4/28/2017 19:35:10,0,0.6839,روسيا وفنزويلا تبحثان خطوات لتثبيت أسعار الخام,لتثبيث اسعار الخام وكأن السوق بها تثبيث وليس للعرض وللطلب وانتظروا االمكسيك ستدخل على الخط والمنتجين الامريكييين يسعون للتصدير وبعدما كان ممنوع عنهم اما الغرب لحافلاتهم تسير بالطاقة النظيفة اليوم,195,45:47.4,,www.aljazeera.net/home/getpage/97bf4c0e-b160-4e00-8a8b-af44be2d88ae/60a7ecfb-ef12-4f4c-ad65-218018a0d14a,22650,30
1222292817,FALSE,finalized,3,4/29/2017 04:53:00,0,0.667,لماذا لم تنهر المصارف السورية؟,لان الفلوس مثل الرز.,20,33:29.3,,www.aljazeera.net/home/getpage/97bf4c0e-b160-4e00-8a8b-af44be2d88ae/62e003e3-d4b4-49c5-b5d1-b1ea1fde66ba,29566,4
1222299952,FALSE,finalized,3,4/30/2017 07:23:39,0,0.6877,الإمارات تتوقع نموا قويا في 2015,السياحة أثرت على اللغة العربية في الإمارات الإنجليزية ليست العربية,66,41:32.9,,www.aljazeera.net/home/getpage/97bf4c0e-b160-4e00-8a8b-af44be2d88ae/65fca428-4630-48c5-9984-f292393ab321,43847,10
1222299882,FALSE,finalized,3,4/30/2017 06:31:32,0,1,الإمارات تتوقع نموا قويا في 2015,قد يكون المال نقمة وليس نعمة وتكسب بها الدنياه وتنسى الاخرة وكلنا سنحاكم امام الله ولن يظلم عنده احد,100,11:31.3,,www.aljazeera.net/home/getpage/97bf4c0e-b160-4e00-8a8b-af44be2d88ae/65fca428-4630-48c5-9984-f292393ab321,43721,19
1222279588,FALSE,finalized,3,4/28/2017 12:13:09,0,0.6573,تراجع السياحة بمصر يتزامن مع هبوط التدفقات النقدية,انتهى الرز وحضر الشعير.,23,41:30.1,,www.aljazeera.net/home/getpage/97bf4c0e-b160-4e00-8a8b-af44be2d88ae/6c47e1f1-7a44-43ef-9252-bb9a0ef836d8,2554,4
1222288812,FALSE,finalized,3,4/28/2017 18:36:04,0,0.6709,البطالة في أميركا تتراجع إلى 5.1%,5%بشعب ب350مليون نسمة وبحقوق كل الشعب وتامينه الصحى ودفع اجورهم للبطالة واجور المعاش  وليس اقل من 42 الف دولار للفرد بالسنة,123,35:24.8,,www.aljazeera.net/home/getpage/97bf4c0e-b160-4e00-8a8b-af44be2d88ae/717822ab-010c-429c-a6de-876fc82ddc29,21218,21
1222298386,FALSE,finalized,3,4/29/2017 21:42:42,0,1,المركزي السوري يصدر ورقة نقدية جديدة,اليرة السورية زهرة المصاري يعبث من ﻻ يسعى ﻻقتنائها,50,41:40.6,,www.aljazeera.net/home/getpage/97bf4c0e-b160-4e00-8a8b-af44be2d88ae/752debb7-2033-4c2c-85ad-19d74521e82a,40697,9
1222298384,FALSE,finalized,3,4/29/2017 21:42:42,0,0.6667,المركزي السوري يصدر ورقة نقدية جديدة,البركة محصورة بالريال اليمني والليرة السورية وما عداهما سحت,59,48:39.4,,www.aljazeera.net/home/getpage/97bf4c0e-b160-4e00-8a8b-af44be2d88ae/752debb7-2033-4c2c-85ad-19d74521e82a,40694,9
1222280088,FALSE,finalized,3,4/28/2017 08:37:21,0,0.6739,لاغارد تحث دول الخليج على سن ضرائب,حاضر ياسيدة كريستين... هؤلاء الذين معك في الصورة لن يجرؤوا أن يخالفوا لك أمرا.,78,46:18.7,,www.aljazeera.net/home/getpage/97bf4c0e-b160-4e00-8a8b-af44be2d88ae/75b2e1ef-6768-4005-a5f2-ac3d230206ea,3612,14
1222283757,FALSE,finalized,3,4/28/2017 12:25:45,0,0.6861,توقع انكماش اقتصاد اليمن بنسبة 28%,ما يساوي 10 اضعاف الانكماش البشري لحد الآن...بالخزينة ولا بالزينة.,66,50:06.7,,www.aljazeera.net/home/getpage/97bf4c0e-b160-4e00-8a8b-af44be2d88ae/7a9fe195-ea1a-44fc-b2f2-26c3fb720acc,10652,10
1222293267,FALSE,finalized,3,4/29/2017 08:05:52,0,1,بدء سريان رفع الدعم عن الوقود بالإمارات,اكتب على اليوتيوب ثوره فى عالم الرياضه اوحول مخاطر الاسلحه الناريه الخفيفه,74,46:40.5,,www.aljazeera.net/home/getpage/97bf4c0e-b160-4e00-8a8b-af44be2d88ae/7aaba460-1e7f-4896-bc30-3a31d6fab370,30464,12
1222293184,FALSE,finalized,3,4/29/2017 07:19:44,0,0.6765,بدء سريان رفع الدعم عن الوقود بالإمارات,هذا عندكم في السعودية و ليس في الامارات.,40,10:37.1,,www.aljazeera.net/home/getpage/97bf4c0e-b160-4e00-8a8b-af44be2d88ae/7aaba460-1e7f-4896-bc30-3a31d6fab370,30334,8
1222284561,FALSE,finalized,3,4/28/2017 13:12:32,0,0.6786,مراقبون: حجب عائدات قناة السويس يحرج مصر,تفتكر كدة. :),13,24:16.9,,www.aljazeera.net/home/getpage/97bf4c0e-b160-4e00-8a8b-af44be2d88ae/7c0ad97d-01b6-4673-8e1a-b439d6f6111f,12339,3
1222294389,FALSE,finalized,3,4/29/2017 10:39:29,0,0.6736,أول تشغيل تجريبي لقناة السويس الجديدة,آمين يا رب حسبنا الله ونعم الوكيل في السفلة,43,18:09.3,,www.aljazeera.net/home/getpage/97bf4c0e-b160-4e00-8a8b-af44be2d88ae/7da84729-a598-4df9-b2f6-361eb9521944,32687,9
1222291803,FALSE,finalized,3,4/29/2017 00:25:16,0,0.6589,اليوان يواصل هبوطه الحاد وواشنطن تحذر,انا اعترض ...,13,56:19.1,,www.aljazeera.net/home/getpage/97bf4c0e-b160-4e00-8a8b-af44be2d88ae/81723cf2-d982-4136-9d0e-030138c59185,27718,3
1222309142,FALSE,finalized,3,05/02/2017 14:51,0,0.6719,القوات العراقية تسيطر على معظم مصفاة بيجي ,اخواني في قتاه الجزيره هذه المره لم تنقلو الحقيقه المجاهدين يسطرون الان علي 80 في المائه من المصفاه امتم اخوان لنا في اللاسلام والرجاء التقصي في نقل الاخبار,156,07:13.1,,www.aljazeera.net/home/getpage/97bf4c0e-b160-4e00-8a8b-af44be2d88ae/81f14886-85de-424a-915e-520840755cef,62664,28
1222289376,FALSE,finalized,3,4/28/2017 19:57:32,0,1,ما الذي دفع أسعار النفط للانهيار؟,ترجمة غير موفقة .................,33,25:03.8,,www.aljazeera.net/home/getpage/97bf4c0e-b160-4e00-8a8b-af44be2d88ae/828f0f31-36ca-443f-95f2-017b81fe0584,22508,4
1222300819,FALSE,finalized,3,4/30/2017 09:36:57,0,1,مؤتمر بيلدربرغ.. منظمة سرية تحكم العالم أم تجمع للنخبة؟,"الرجاء تدقیق نص  الخبر او المقال , منذ متی اصبحت هیلاری کلینتون مرشحه من حزب الجمهوری ؟ کما جاء فی النص الخبر :""....والمستشار الحالي للمرشحة الجمهورية بالانتخابات القادمة هيلاري كلينتون...."" !",192,08:56.6,,www.aljazeera.net/home/getpage/97bf4c0e-b160-4e00-8a8b-af44be2d88ae/82ffbc63-5e6c-4e5a-9d24-aed83ea8c809,45489,31
1222291188,FALSE,finalized,3,4/28/2017 22:18:50,0,0.672,مصر تطرح الجيل الرابع للمحمول عام 2016,وأضاف معآآآلي الوآآآآزير ( آآ = شخصية عالية جداً)  أن هذا الإنجاز التقني المعجزة سيكون هدية مصر للعالم و البشرية للعلو بالحضارة الإنسانية عُلُوآآآآ...,150,19:28.3,,www.aljazeera.net/home/getpage/97bf4c0e-b160-4e00-8a8b-af44be2d88ae/84352525-a29d-4416-b7fc-6b12ee7df205,26399,24
1222306300,FALSE,finalized,3,05/01/2017 15:19,0,0.6618,روسيا والصين توقعان اتفاقيات بـ25 مليار دولار,كيف وقعت بكين و الصين؟,22,44:05.5,,www.aljazeera.net/home/getpage/97bf4c0e-b160-4e00-8a8b-af44be2d88ae/848917c0-b3a2-40a4-ac97-f452d314c20e,56486,5
1222282140,FALSE,finalized,3,4/28/2017 10:57:10,0,0.6573,التلاقي والتباعد بين أسعار النفط والغاز,المراحيض الان بالاماكن العامة اكثر تطورا و بيئية و نظيفة - ما ان تبتعد عنها حساس المسافة يعمل و الماء يتدفق بصورة ليس فيها هدر ارجو من الحكومة تطبيقها,150,03:08.9,,www.aljazeera.net/home/getpage/97bf4c0e-b160-4e00-8a8b-af44be2d88ae/8e6dc40b-e56c-45ac-81a7-dfd6746e75b4,7532,29
1222298793,FALSE,finalized,3,4/29/2017 22:41:53,0,0.6635,اليونان تغلق مصارفها وبورصتها مخافة الانهيار,ان شاء الله تعالى ايران واتباعها في كل مكان اللهم لااله الا انت سبحانك اني كنت من الظالمين,90,51:10.5,,www.aljazeera.net/home/getpage/97bf4c0e-b160-4e00-8a8b-af44be2d88ae/91bc5aa3-b68d-4135-932c-c589f7444499,41500,18
1222285218,FALSE,finalized,3,4/28/2017 13:32:56,0,1,الهدر يعرض موارد الكويت المائية للخطر,الصوره جميله لكن لو تضيفوا نجوم ما بين الخطوط البيض والزرق بيصيروا احلى,71,25:15.0,,www.aljazeera.net/home/getpage/97bf4c0e-b160-4e00-8a8b-af44be2d88ae/92e4de09-51ca-4da3-b962-f4650aa5826d,13671,13
