,id,label,3-Class,6-Class,text
1875,1136832645072076803,1.0,H,NH,@moh_naiem كل المصريين زباله وين ماراحو حتى المثقفين منهم يبيع شرفه على صحن فول وطعمية
1876,1153927737272348672,1.0,H,RG,"@MPICT_CHIMC القصد من كلامي
لاتوهموا الناس ان داعش كائنات اخرى غير السنة
مع الاعتذار لك استاذ
لكن الحقائق يجب ان تقال
ولانكون شياطين خرساء....."
1878,1171172724242374658,1.0,H,GH,اكره الذكور احسهم مخلوقين من شر
1879,1170265660494176256,1.0,H,NH,"العمانيين شعب طيب لغيرهم، أوسخ ناس لبعضهم.

أليس كذلك؟"
1880,1142580720898125835,0.0,C,C,"@Monagas__km يعني حتى اليهودي بيفتخر انه يهودي...
طبيعي اي واحد بيفتخر باصله  😜"
1881,1163950316204843009,0.0,C,C,بمناسبة حلول وقت السكري وصوا اخوياكم القصمان يجيبون لكم تراه من فاكهة الجنه
1883,1141783239100686337,0.0,C,C,@D_ALMOHAISN قمة الانحطاط بس عيب المراءه تمد ايدهامهما حصل
1884,1126919007926464512,1.0,H,NH,@jkonan17 اليمنيين المفروض يكون ببلدهم لانهم غير سويين اخلاقيا ونفسيا شعب تعبان مايدري ايش يبغي بالضبط
1889,1154303983395229696,0.0,C,C,"سني .. شيعي .. زيدي .. صوفي .. وهابي .. صفوي .. اسماعيلي .. أحمدي 

على أساس ان الكل مسلم ... 

ولكن كل واحد من هؤلاء يعتقد بأنه الأصح والأجدر بدخول الجنة، والباقي في النار ..."
1890,1168440419795050496,0.0,C,C,@_i7br المصاريه عليهم امثال جهنمية
1891,1145840917217234944,0.0,C,C,ما ودي أعترف بس ابوي أكبر دليل على أن الرياييل طباخهم انطع من الحريم 🔥😂✋🏼
1893,1116393759355305985,0.0,C,C,"@MoSalah شيعي 
أمره إلى الله"
1894,1167037921444188160,1.0,O,O,"@Fahd_Alshelaimi هل تعلم انك أحقر الناس في المنطقه العربيه  هل تعلم أن النساء ارجل منك هل تعلم انك ماتساوي جزمة اصغر يمني 
لماذا تحشر أنفك بين اليمنيين يامعفن ياخرا"
1895,1162135677456343042,0.0,C,C,@last_knights_iq كلامكم دكتور يحتاج قرينه للتوضيح....حتى لا يكون عام ويشمل كل الشيعه!!!!!!
1896,1139666543342772224,0.0,C,C,@BuMnmn عارف انا انه اردني لكن الارض الخصبه للانتاج عندنا عشان تعرف منه مستوى الاعمال العربية هي مصر اما الاردن من عرفنا الدنيا وهم مسلسلاتهم ماغير بدوية
1898,1149017408360898568,0.0,C,C,@A_zaid1976 الشعب الفلسطيني شعب شقيق للسعوديين ومن يقوم بسب وشتم السعوديه من الفلسطينيين لا يمثلون الا انفسهم
1900,1165411440146206720,0.0,C,C,@Ask_makkah_ انا سويته عند اللي جنب الجامعه حقت البنات خراافي شغلهم حتى الادارة ينادوني ويسالوني عن سجلي 😍
1901,1142943340247359494,0.0,C,C,@asadabukhalil اسعد ودي اسالك بصراحة وجاوبني بصراحة وش افضل حياة حياة الفلسطيني عندك بلبنان ولا حياة الفلسطيني بغزة او الصفة ولا عرب الداخل
1902,1113137646572908544,0.0,C,C,شيعي اماراتي مثقف يرغب بخليجية زواج شرعي معلن مثقفة جامعية
1903,1157726291078111233,1.0,H,GH,@iimux0 لو احلف انهم عايشين بعز وخير ونعمه واهلهم مو مقصرين معهم وعقليات اهلهم متطوره جدًا لكن كذا بعض البنات يحبون يتصنعون الظلم وكسب العاطفه بأي شكل من الأشكال .. مراهقات جاهلات لا تقام عليهم حجه
1904,1160302408221843456,1.0,H,NH,@KKSA2030 شعب خايس ومنحط اخلاق وخلق هاذولا ماتربو ولا يعرفون التربيه تصدقون الله مابتلاهم بحتلال اليهود الامن خبثهم وحقارتهم هذولا الفلسطينيين الكلاب عليهم من الله مايستحقونه الله يقطع نسلهم ويقطعهم من على وجه الارض خساهم الله
1905,1168295408185073666,0.0,C,C,@bibymshel اعوذ بالله من الناس اللي تسب في الحريم . المرأة حنووونة وعاطفتها تغلب
1906,1137452887402004480,1.0,H,GH,@_lensl_ ياخي بعض البنات عقلهم ب***** مسوين يعنني الله ياخذهم بس هم وعقلياتهم
1908,1149104470237884416,0.0,C,C,ماشاءالله اتوقع مابقي احد فديره سنابات البنات كلهم مسافرين الخارج وانا ماغير اتفرج☹️💔.
1911,1176560486881603586,1.0,H,RG,"هذا هو دينهم لا غرابة فيه
ما قتل المسلمين إلا  #الشيعة
مادمر ممالك الامم السابقة إلا الشيعة
مثل العباسيين ومن جاء بعدهم 
والتاريخ لا ينسى
مافرق المسلمين إلا الشيعة 
ما نهب خيرات المسلمين إلا الشيعة 
مادمر حضارات المسلمين إلا الشيعة 
لعنة الله على #الشيعة https://t.co/BKsr4U7SQA"
1912,1149812725784162304,0.0,C,C,@zItUchxUzg5IuGF والله لنا اصدقاء من الشيعه هم خير الاصدقاء وللعلم العراقي صاحب غيره بمعزل عن خلفيته المذهبية واهل كرم وكرم اهل الجنوب لايختلف عن باقي العراق .. لعن الله الخمينيه المقيته التي زرعت هذه المسميات ...
1913,1146568712079708160,0.0,C,C,@No0o0f1 @rico4_ نصيحتي لك ادددددعي بس بيقين ان الله يهونها لك ويجعلها برد وسلاما ويجعلها مثل غمضه العين    كثري دعاء بس ماعليك من كلام البنات والله بيهونها عليك
1914,1138867577902522368,0.0,C,C,@A_Fahadd24 التوانسه مضمون نجاحهم في الأهلي
1915,1136757527633440769,0.0,C,C,@Laith1234mail @EmadTravel1973 هناك مشكلة في فهم الطائفية عندك والآخرين ممن يتهمونها به ، ليست طائفية حين تقول لإرهابي يصرح بإرهابه الفكري ويقطع الرؤوس ويشرد الأبرياء أنه إرهابي ،د.حنان تنتقد المسؤلين الشيعة كما تنتقد أخطاء السنة والكرد مشكلتكم أنكم تريدون السكوت عن أخطائكم ،لا تمارس الخطأ حينها لا ينتقدك احد
1916,1141047092070273030,0.0,C,C,"#ادفع_بالعملة_اللي_تناسبك
سعودية جميلة قبيلية من بني تميم من القصيم من سكان الرياض
العمر: ٢٣ 
الوزن: ٦٠ 
الطول: ١٦٠
الحالة الإجتماعية: عزباء
المؤهل التعليمي: بكالوريوس 
لون البشرة: بيضاء
سعودي قبيلي حضري 
الحالة الإجتماعية: أعزب
المؤهل التعليمي: موظف مع شهادة بكالوريوس"
1917,1161063249703571461,1.0,O,O,@7rHQ3lDhsAMgL1z سقطت الولاية يا حمار وتقدر تصيح براحتك عاذرينك، نعرف حجم الخيبة وقهر الرجال من سقوط الولاية هههه
1920,1179400337188413445,1.0,H,EH,"@MMnajim5 احنا العرب انخلقنا عاله على الكرة الارضيه بما فيها
الوطن العربي بقعة رماديه تتوسط الأرض و لا يوجد فيها  ما يسر البال . سوى العنف و الحروب و الفقر،
#النيزك_مطول"
1921,1112505052177055747,1.0,H,NH,"صحيح الاخوه الكوايته لازم يقاطعوا السياحه المصريه. نصيحه روحوا العراق
#قاطعوا_السياحة_المصرية"
1924,1137412870117965824,0.0,C,C,@nana0_55 المصطلح ارتبط فيه اساءة بالعادة (مثل كلمة السعاوده) ، والعاده تحكم الانطباع .  والاحرى استخدام مقيم او وافد مثل الدوائر الرسمية .
1925,1154341911634817024,0.0,C,C,مبارك لكل أشقائنا وإخواننا 🇯🇴 🇯🇴الأردنيين  الناجحين في الثانوية العامة
1926,1164674330728513537,0.0,C,C,@p_ofshit @ll87779 انا ماعلي منك سم نفسك قصيمي قصمنجي الي بدك كا ساكن في منطقة القصيم وبريدة وعنيزه تحديد بس الشيء الي انا اعرفه وكل الناس تعرفه ان كلمة القصمان المراد بها حضر اهل القصيم الذين يتسمون بأسماء عوائل صغيرة وهم في الحقيقة يرجعون للقبائل العربية المعروفه كالعجمان والعنزه والسبعان... الخ
1928,1155949365090902018,1.0,H,RG,@xsu_79 لا محشومين نعال اليهودي بعمامة اشرف شيعي 💔
1929,1136022975302504448,0.0,C,C,@see_moone @abu_lamy للاسف اصبح الاجانب من البلدان العربيه يعايرون السعوديين بأن بناتهم صاروا يعملون في مثل هذة الاعمال المهينه بالرغم من ارتفاع مستوي التعليم لذلك يجب حفظ كرامة المراءة عن مثل هذة الاعمال
1931,1162183623073775616,0.0,C,C,@babaksahbi خير جواب السفيه السكوت امازيغي وافتخر
1932,1159177515660992512,0.0,C,C,"@remah1sto @kingoftayheart مو شرط الروكتان 
انا استخدم صابون افريقي يقلل الحبوب جدا ويزيل اي دهون زايدة ببشرتي مع التونر والمرطب تصير بشرتي افضل سوي روتين وبتشوفي الفرق"
1933,1125680167479914496,0.0,C,C,@Jordan_TAMM صحة وهنا على قلب كل الاردنيين ومافي اطيب من المنسف
1934,1153086670251732994,0.0,C,C,@06_essa ترا مو اي احد رايه ما يتفق معك صار ذكور وعبدات ذكور ، كلامك عن الموضوع هذا برضو يخلي الناس تشوفك عبد اناث وتبغا الاناث تشوفك في صفهم و يصفقون لك ، نفس الفكره يعني لو بنفسرها بهالطريقه ،ف بلاش كلام فاضي طلع من خشمنا
1937,1136319339869724672,0.0,C,C,اذا وصلت لاخر فلتر بالسناب و م صورت سلفي اطلب الله الجنه
1938,1138434958215831555,1.0,H,NH,@Attiaattia2010 شغل شريف برضك وحلاااال .. احسن من الرقص والخبث المصريين معروفين انهم شعب خائن ومصلحجي وجهلة
1939,1176998051313065984,0.0,C,C,@saharh6363 نباتيه انتي زي الشوام
1940,1165048858797314053,0.0,C,C,لم أحسِد الرجال يومًا الا في زيارة القبور.
1941,1159920387205083137,0.0,C,C,"@nour_fahed8 @emiliehasrouty للتوضيح الدين المسيحي ليس فيه وسم "" الكفر "" مثل أديان أخرى. 
الدين المسيحي أكثر تسامحا من عدة أديان أخرى تدعي أنها متسامحة."
1942,1137843817665761280,1.0,H,RG,@hahahafwyuzj7 المعمعم لم نشاهده في جميع احتفالاتهم ولاكن أسئل الدلوخ البهائم الشيعه هل شاهدتم ابن المعمعم اوزوجته أو ابنته يتمردغون هكذا هيه ياخيسه جاوبوني
1943,1155834224282341376,1.0,H,RG,@aljoory_i @ewGS2pmJcVeZvIf نجس من ظهر اباظي انجس منه الخبث خبث
1946,1138483818917257221,0.0,C,C,"إذا كانت صدورنا ضيقة لهذه الدرجة، فلا  غرابة إذا فيما هو واقع بين السلفيين! ولم هذه الحرب كلها في مواجهة منهح التفريق إذا كان داء الفرقة يدب إلينا بهذه السرعة!
الله المستعان."
1951,1127319218196832256,0.0,C,C,قققققلبببييييي يحححب المغاربة💛💛😭
1952,1164031388770820097,1.0,H,GH,"@ILpazzo_4 @ghadii__00 @Asmaa_otb وعععععععع وععععععععععععععععععععععع 
اقسم بالله الذكور كائنات ممسوخه"
1958,1171136716972941324,1.0,H,EH,الحين لييييه اغلب القصمان كريهين وغثيثين دم وعنصريين وكل شي زق فيهم الله ياخذهم !
1959,1145965914556420102,1.0,O,O,@AnsarAllahMC @Bin_Amer_ لو فيك ذرة رجوله ياخسيس اخرج من بين النساء والاطفال انت مجرد حثالة نعال للفرس كلب من كلابها عند الانتهاء منك ترمي باقرب مزبله ومن معك راح نوصل لك منت احسن من الصماد دعسناه دعس
1961,1176996962450759680,0.0,C,C,@mansour_y لماذا يعتبر اليهود قومية وليس دين ؟
1962,1112843310769602561,0.0,C,C,كان يقوولون مشاكل الحريم ماتخلص بس من خبرتي بالشغل اكتشفت انو الرجاجيل كلمه توديهم وكلمه ترجعهم 😂💔🌚 الله يعينهم على نفسهم🏃‍♀️🏃‍♀️
1963,1138596318186745856,0.0,C,C,@abdolaziz4a @OmarHam55513764 @EdyCohen @FahdAhm67617482 @Alchahedi1234m1 العالم الفيزيائي البرت اينشتاين وهو يهودي. رفض زيارة الكيان المغتصب وحارب الصهيونيه والدوله الصهيونيه ، وقد عارض قيام هذه الدوله ،فليس كل يهودي صهيوني
1964,1169650016832643072,1.0,H,EH,@askar202020 @HaniBinbrek لديه عرق افريقي بالله عليك با يكون فيه ذرة  نخوه وعروبه  واخلاق  ووطنيه  لا بس  با يكون فيه ارتزاق وخيانه ودياثه  وكل ماهو قذر  فيه تأمل في صورته الله لا شماته
1967,1142604558834835456,1.0,O,O,@JANTLE_MAN1 طز فيك العماني أشرف عنك وعن أمثالك العماني ما يفرق بين المذاهب كلنا أخوان سني أباضي شيعي يد واحده ف عمان الحبيبه
1968,1126184977782251520,0.0,C,C,@SherinWagdy السلفيين لعبة أمنية بامتياز لضرب تنظيم الإخوان وهم تحت سيطرةالامن منذ نشأتهم
1969,1126266838785064960,0.0,C,C,#نجاح_المساعيد_مجموعه_انسان. احب الثقة اللي فيها احب ثقلها ورزانهة عقلها احب نظرتها للحياه فيها شموخ وعز البدو احب فيها طريقه نطقها ل مخارج الحروف واحب فيها الصدق نجاح المساعيد تمثلني من الاخر احس انها تشبهني كثير💛💛💛💛
1970,1113509844382883840,0.0,C,C,العماني عادي يصرف فلوسه كلهن ف الامارات بس ف بلاده لا والف لا.... ف بلده يصيح ما يكفي الراتب وف الامارات يدخل الحديقه المائية ب ٢٨ و الثلجيه ب ٢٥ عادي 🙂#سياحتي_في_عمان
1971,1140002717903069184,0.0,C,C,"🌹🌹حياة مليئة بالسعاده والراحه والطمأنينة وقد اخبر النبي صلى الله عليه وسلم انها خير المتاع
&amp;&amp; الدنيا متاع وخير متاعها المراءة الصالحه&amp;&amp;🌹🌹 #الزوجه_الصالحه"
1973,1146022321095921664,0.0,C,C,@Kholoud73840401 المصريين لا يثورون و لولا ان شاهدوا سقوط بني علي في تونس لما تجرأوا علي نظام مبارك الطاغية فهو شعب يميل الي الاستكانة و الرضا بالواقع و اللي نعرفه احسن من اللي ما نعرفوش
1974,1127358532066664448,0.0,C,C,"@al3owifi والله مابالغت اخي محمد 
من اقبح الاعمال واحقرها هي مضايقة العالم فما بالك بمضايقة النساء في الاماكن العامة"
1977,1129510768985161729,1.0,H,GH,@Pride_poet @hotqrmo3 @Sam1_2025 الله يكرم البهايم ما سوت سوات بعض الذكور اللي حتى الأرصفة ما سلمت منهم !
1981,1152339307153297409,0.0,C,C,"@hassanassalhi @aymanjada يا اخ حسن 
روق وهدي أعصابك ... عند الله مافيه فرق بين عربي او أفريقي او أمازيغي او صيني الا بالتقوي
وفي النهايه كلنا مسلمين والاخ ايمن جاده يتحدث عن الكوره وأنت تتحدث عن القوميه
واعداء الإسلام يرغبون بهذه اللغه لخلق شرخ في المجتمعات والدول الإسلامية ."
1983,1164978737328394240,1.0,O,O,@mneertt_ خلاص ياروح امك دوري لك حياة ومواضيع بعيدة عن البنات يلعن قرفك وانحطاطك بس
1986,1126997701919485952,0.0,C,C,"@ElDoc98 قال صلى الله عليه وسلم
العين تضع الرجال في القبور والجمال في القدور
وأيضاً العين حق"
1987,1122252766104236037,0.0,C,C,@alshallalkh بعض العراقيين حبهم لإيران بسبب نفس المذهب لااكثر ولا أقل لا لأنتمائهم لإيران
1989,1152304331296821248,1.0,O,O,@Dr_Kassab خسئت يا معفن،نحن التوانسه والجزائريين أسيادك يالاعق حذاء سيدك ترامب
1990,1152961029468565506,1.0,H,NH,@Tota78304664 @ArabyaAssyla @El_Bilade الجزائريين شعب متخلف جداً
1991,1147292332678635520,1.0,H,NH,"@mansorz_utaybah @Free_South_2016 @suhail_alymany @mashalgrad انا لو تعمقت معه وذكرت ماذا كان يقول عنهم  العرب في فترات بعد الاسلام   من انهم ليسو مننا ولسانهم ليس لساننا ممكن يعملي بلوك 
انا عند كلامي انه الغالبية في اليمن  اتو من فارس او افريقيا والعرب قلة وللان يحملون نفس القابهم .التى تحمل اسم مناطقهم في ايران 
اما الاحباش منهم  مميزون"
1994,1176943102822625280,1.0,H,EH,@ruella_35 الأكراد شعب متوحش لا يجدي معهم غير القوة
1995,1159975462019321857,0.0,C,C,"اللهم إرزقنا و أحبتنا زيارة عرفة فى العام القادم، وإجعل عيدنا هذا عيد خير وبركة لأمة العرب والمسلمين

#قولنا_رأيك_في_لبس_للبنات"
1997,1143666037868630016,0.0,C,C,@fatin_waw المغرب الكبير.. كبير بعروبته وامازيغيته وصحرائه مغرب متنوع وقوي وغني.. إن توحد صار قوة عظمى يحسب لها ألف حساب
1998,1136324149134135297,0.0,C,C,@ali__a112 @Omar_Madaniah @abo_nasser1965 قبل اجاوب بسالك انت اباضي ولا سني عشان اجاوبك بما يناسبك من ادله
1999,1117442506151682049,1.0,H,EH,@bnznan تاريخ ايش يا اتشادي يانيجيري يامخلفات الحج من الأفارقة. خدم ولحوج هذا تاريخكم ياجاليات. ونهايتكم منشطات 🖤🖤🖤♣️♠️♣️♣️♠️♠️♠️♣️♠️ فريق القزع
2001,1154539702155800576,0.0,C,C,نتمنى من عاقلات النساء تناول أمور النساء والنصح لهن مراعاةً لعقليات اللاتي يعتقدن بأن الدعوة والنصح من الرجال إهانة في حقهن وتسلّط!! عليكن بكثرة التوجيه والنصح بالاسلوب الحسن واحملن الراية في تجمعات النساء، فهذا الثغر والله في حاجة لنساء يرابطن فيه.
2002,1162131953929347073,0.0,C,C,"@ArabTurkey101 المراءه لا تتمرد الا على الرجل الذى ليس برجل 
والله اعلم"
2003,1142166618858020864,0.0,C,C,@Reveng_mod30 @kealnet @ZaidBenjamin5 رئيس أرامكو شيعي ورئيس نيوم شيعي، وأكبر جامعة سعودية مديرها شيعي، وهناك أيضا اللواء ركن محمد بن فيصل أبوساق، ترقّى في الحرس الوطني حتى أصبح لواء ركن، وتم تعيينه بعدها كوزير، وهناك أيضاً الكثير من إخواننا الشيعة في مجلس الشورى مثل الأخت نهاد الجشي، ولا أنسى أيضاً كوثر الاربش...إلخ
2004,1146179189080567808,0.0,C,C,@dliv4_ @8liv_ القصمان ماقيمهم لانهم فوق التقييم
2005,1149052414667972613,0.0,C,C,"@midofathy95 أنت مين قالك انهم معترفين بينا أصلا 😂
كنت لما أقولهم أنا أفريقي شوية ويضربوني .. يقولك لازم تكون اسود😂😂"
2007,1167077173502578694,0.0,C,C,"حضريه كويتيه مطلقه العمر ٤٢ سنه لا ترغب بالانجاب 
تبحث عن زوج كويتي حضري مطلق او ارمل #مساء_الخميس"
2008,1137870880573468672,1.0,H,GH,تبغى تشتهر في تويتر سب البنات لانهم ثيران يشهرونك سريع سريع
2009,1157076858112024576,0.0,C,C,"@a7med_daghriri فعلا انا عندي تصريح و البحرين اللي جنبنا يالله اروح لها

عادي بكرة يتعودون قالوا على القيادة نفس الشيء و خابت ظنون المعارضين و اثبتوا البنات انهم كفو و التزموا بالقوانين المرورية اكثر من الشباب"
2010,1140018058863501313,1.0,H,RG,تصويرك للمطار والسفر وجميع المفرحات تصرف يهودي جداً
2012,1119326480826339329,0.0,C,C,"@kthbda_omar الأكراد ونعم رجال بمعنى الكلمة
جايكم بوخالد نبي تظبطنا"
2013,1137142250113314817,0.0,C,C,@abdulla_424 خلوهم على كيفهم احنا الكويتيين لابيوت عندنا ولا اماكن سياحية .. يا نروح مجمعات ندفع كل يوم ٥٠ دينار قهوا ومطاعم ولا نذلف نرد ششقنا ماعندنا بيوت!! واجد علينا عند التجار والحكومه ولايهمهم المواطن والحين المسؤليين كلهم مسافرين لندن واوروبا مع عيالهم واهلهم ولايحسبون حساب الفلوس!!
2014,1164167440944771074,0.0,C,C,@A6aif و علي فكرة اي انسان عنصري هو انسان احمق و غبي و مهما كانت ديانته او جنسيته.  العالم يحترم اصحاب الافكار.  السوريين اضافوا لمصر الكثير و هم من اسسوا المسرح و جريدة الاهرام و مصانع الحلوي في القرن 19. من يعمم خطأ شخص علي شعب هو متخلف.  كمان هذا السوري لم تصدر عليه احكام و هو برئ
2016,1146762835235676162,1.0,H,EH,@can19ismorocco @salahha53741380 @BerberCenter @elkhabarlive البربر أقذر امة اخرجت للناس لا أصل ولا حضارة ولا لغة ولا ثقافة
2017,1119556063299346433,0.0,C,C,"كن حذرا مما تسمعه عن المراءه 
فالاشاعات لاتاتي الا من رجل غير قادر علي امتلاكها او من امراءه غير قادرة علي منافستها...!!!  #شخص_لا_تمل_من_حديثه"
2018,1142508329505382400,0.0,C,C,@Naif14344023 الافارقه خصوصا العرب مع الاتحاد كتبوا التاريخ + أسعار اللاعبين ارخص ونسبة نجاح اعلى
2019,1137110459318976512,0.0,C,C,"@QSvmljSrMPK25B1 @0123topgun @Gebran_Bassil انا مع الحق 
انت الطائفي من قال لك اني شيعي 
من قال لك اني شيعي قل لي 
انا لست شيعيا بل مسلما ولكن انا مع الحق كيفما دار 
نعم الحق مع علي وعلي مع الحق 
هذه دولة ويجب أن تبيد من يتجرأ عليها 
تخيل في اي دولة في العالم ان حصل ما حصل في سوريا هل سيقفون ويتفرجون  بالتأكيد لا 
خفها شوي"
2020,1159613063055720448,0.0,C,C,@alkhulaifiR @3RSnQ ما يعرف الرجال الا الرجال ...صح لسانك...
2021,1139581922580078592,1.0,H,NH,@dalal_dd21 @mansour_y ايه والله ودي يرجع كل  ريال ووراها تفلة بوجيه الفلسطن كلهم
2022,1149682973358399489,0.0,C,C,يازين تدريس الأردنيين وارخص ٣٠٠٠#العلاوه_السنويه
2023,1178049961419821056,0.0,C,C,"@abeer_alkalil5 @Rami__48 كل الاحترام والتقدير للشعب المغربي 
والله احلي نااااس علي راسنا المغاربة"
2024,1151630270740611073,1.0,O,O,@kasimf تفو عليك كثر ما أتنفس ، تفو عليك بعدد حبات الرمال في الكره الأرضيه ياحقير ياكلب يايهودي ياصهيوني ياعميل
2025,1153781269534261248,1.0,H,GH,@Bn3aQooLQ8 @Batmankuwt تفووووووه على اشباه الرجااااااال مع احترامي لصاحب الحساب واحترامي لذاتي، لكن أكره الذكور المؤنثه نقالة الكلام، بالأخص اكره الرجل العاهر اللي ماعنده شغل غير تربط العصاعص والحش والقرض وتأليف الكلام و نقله، غير الذمه اللي اوسع من ثقب الاوزون في سرد الأكاذيب و تشويه السمعه
2027,1136753154769506304,1.0,H,RG,"@EdyCohen يايهودي بذمتك انت مستانس وانت يهودي
اوصف لي شعورك بنص حرف يانص رجل"
2028,1145090978216386560,0.0,C,C,تقدر تقنع يهودي بالأسلام ... بس ما تقدر تقنع راعي السامسونغ انه تيليفونه زباله.
2029,1162079169750151175,0.0,C,C,@404Mnor @AADIL44144 @m_alshee5 @kHyili القذر عينه ما تشوفه الا القذاره والسلبيه وكلنا نعرف العمانيين شعب طيب
2031,1126637624993697802,0.0,C,C,"@AwqafM 🤣🤣🤣🤣🤣

أنتم والله مسخرة 

ترسلون أندية قطر المشاركة في البطولة الآسيوية تلعب في السعودية 
وتمنعون المعتمرين والحجاج القطريين من زيارة المسجد الحرام 

كرة القدم عند تنظيم الحمدين أهم من الحج والعمرة"
2035,1116093185757937667,1.0,O,O,@Mddulaimi عليك اللعنه والصغار أنت ومحيطك القذر وأي شيعي يوالي إيران على حساب وطنه
2036,1153382572052942848,1.0,H,RG,@EE977_ مذهب التخلف والجهل والدم والقتل والشعوذه على كل شيعي ان يشاهد قومه ويفكر بعقله هل هذا دين وهل استمر على هذا المذهب القذر الوسخ ام اتنحى ان كنت أؤمن بالله ربا وبرسول نبيا ومحبا لأل بيت النبي هل يعقل الرسول وأله يفعل مايفعلون هؤلاء الغجر المشعوذين انقذ نفسك ايه الشيعي العاقل .
2037,1115711678958768129,0.0,C,C,@Jordaniancitizn يا مواطن اردني مهو الخمر موجود عندنا ليه ما جبت سيرتها و لا هي امر واقع و القصة كلها اشاعة ليه مركزين عليها و لو صحيحة يا اخي كل واحد حر...... خلينا نهتم  بشؤوننا و السعوديين ادرى بشؤونهم على الله تتعدل الامور
2039,1115039774954414081,1.0,O,O,@SabbarBasel @ayshh388 @Dawood_Show @MERiAM_AL3TEEBE رجالات من اليهود والنصارى قالوا كلمة حق وكلام كبير في شأن الاسلام وبعض المحسوبين علينا من اللي أنجلدوا وهم صغار حطوا السبب في الدين أبوك عنجهي وولد في بيئة صحراويه قاحلة ومايعرف الا ثقافة الخيزرانه وش دخل الدين في الموضوع ؟! بتقول الدين قال (اضربوهن ) اقولك (رفقا بالقوارير ) وخذ
2040,1117135782341414913,0.0,C,C,"صوفى
يَجلِبُكَ اَلهَوَىَ مِن حَيِثُ تَدرِي وَلاَ تَدرِي"
2041,1114257056305905668,0.0,C,C,@salla7ovich اسجل اعجابي باللاعبين المغاربه افضل اللاعبين العرب على الإطلاق
2043,1166120459538223105,1.0,H,GH,@abdullahfsa راح يظلون يطلبون بالمساواه تدري ليش لانه بعض الذكور ليسوا ذكور فقط مسمى ولازم تاخذ حقوقها عشان تعتمد على نفسها فعاد تخيل انها تتعب على بغل واذا كبر كل الحقوق له ولا يجي يدخل البرامج ويسب النساء يعني بهيمة الله في ارضه ويمد لسانه مو شي يغبن!؟.
2045,1148863063812182016,1.0,H,RG,@jamalrayyan المشكلة انتم تحاورون شخص نصراني لا يعرف الله ومن لا يؤمن بالله فلا ذمة ولاعهد ولا أخلاق ولامرؤة ولا شرف عنده فماذا يرجاء منه
2047,1178448641746493440,0.0,C,C,@SelimAtila3 @zoom_101 الذي جلب اليهود من اسبانيا هم الاتراك
2048,1145018641886437378,0.0,C,C,"@AlnaserMT @mhmcasias1984 @Madness9aAl @GH3ABID والله انت داج وغير فاهم 

جزيرة العرب تاريخياً هيا موطن عربي فقط وما اي قوميات نهائيا. 

لكن سوريا والعراق جزء منها موطن أصلي لبعض القوميات مثل الأكراد وغيرهم"
2049,1162803134592405504,0.0,C,C,"عرفنا قيمتنا كدولة #أفريقية ...

 حينما أرسل الأفارقة رؤساءهم وأرسل العرب وزراءهم فما دون."
2050,1160660189105836032,0.0,C,C,"@AzmiALasmi1 @toot123203 حسب معلوماتي ف جنوب السعوديه يلبسوا الخنجر تختلف في بعض التفاصيل عن الخنجر العماني 
وأحنه نسميه خنجر بشكل عام وله انواع و هم يسموه جنبيه يعني خنجر 
فهمت 😊"
2051,1148119016218738688,1.0,O,O,@Eiii2iii اذا انتي مقتنعة ان وجهك نعال في غيرك الجمال بحقهم قليل لذلك امسكي النعالات حقينك ومالك حق تدخلين البنات كلهم بشي انتي عاجبك ويلا اذلفي
2052,1130624031110127616,0.0,C,C,اعتقد ان الحرب قد تقع هذه المرة و علينا ان نكون مستعدين لتداعياتها واول هذه التداعيات تامين بدائل لمحطات التحليه و انتاج الكهرباء و توزيع منتجات الوقود على نطاق واسع و استعداد تام لحماية الحدود الشمالية من الكويت الى طريف من اي هجوم لفيلق القدس و اتباعه و ان نؤمن المدن الحدوديه
2056,1145990376790118400,0.0,C,C,@AmbaFranceLibye لعنة دماء شعب #ليبيا الطاهرة ستلاحقك يا فرنسا كما تلاحقكم لعنات دماء الجزائريين و التونسيين و المغاربة وستورثكم العار و الخزي ما حييتم
2057,1171572069903097856,0.0,C,C,@_6swsa شعب الكويت يستاهل كل خير.  ليت الشعوب العربيه تقتدي بشعب الكويت
2058,1142164028573257728,1.0,H,EH,@Almosawi_1969 لا أمان مع الاكراد وليس لهم عهد انهم يعملون باصلهم وهم معروفين قطاعين طرق
2060,1163211581423009792,0.0,C,C,"@yblawi في هذه (الأحوال الشخصية) فمنكم نستفيد يا دكتور🌹.
ربما هناك خلاف فيمن يلي الأم في استحقاق الحضانة؟، لكن من المؤكد هو تقديم الإناث، وتقديم الأكثر قرابة للصغير، والله أعلم."
2061,1174415838537035776,0.0,C,C,"@Obaid_JIC سؤال غريب
لا اعرف ما الهدف منه؟
ويصور مجتمعنا كأن أطيافه غير منتاغمه ومتداخله مع بعضها

واقعنا يقول ان هناك البدوي المتحضر والحضري المحب للبر وابن القريه القريب من التقنيه
وكلن بنسبه تختلف
لكن لا اظن يوجد بدوي ""قح"" او حضري ""قح"" او قروي خالص"
2062,1133882070693044224,0.0,C,C,"ليش بعض النساء إذا جات تروح للسوق خصوصا وقت الأعياد والزواجات تكون معصبة ومتنرفزة😡؟

شي لاحظته بصراحة

 #هذا_العيد"
